Tag ID,Marketplace Tag Name,Tag Title,Tag Status,Tag Load Rule Mappings,Tag Data Mappings
,,,,js.evt_ga_action,,
,,,,js.google_non_tcf_load,,
,,,,js.obj_ityp,,

1165,DoubleClick - Floodlight,"DoubleClick - Floodlight - Gewerbe Kontakt Call - metapeople",active,cp.utag_main_doubleclick_optout,None,
,,,,js.cmp_load,,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.google_non_tcf_load,,
,,,,js.obj_ityp,,

1266,Tealium Custom Container,"Consumer Satisfaction Survey",active,dom.pathname,None,
,,,,dom.url,,
,,,,js.cmp_load,,
,,,,js.scout24_ag_load,,

1272,Tealium Custom Container,"comScore MMX",active,js.cmp_load,None,
,,,,js.comscore_load,,
,,,,js.ivw_picture,,
,,,,js.svc_module_name,,
,,,,js.ut.profile,,

1273,Tealium Pixel (or Iframe) Container,"Taboola - Conversion for Realtor LE",active,cp.utag_main_utm_campaign_90d,None,
,,,,js.cmp_load,,
,,,,js.taboola_europe_limited_load,,

1274,Tealium Custom Container,"Outbrain - PPA Sale",inactive,js.cmp_load,None,
,,,,js.com_cit_articlenumber,,
,,,,js.outbrain_uk_ltd_load,,

1277,Tealium Custom Container,"Outbrain - Universal Tag for PPA",active,js.cmp_load,None,
,,,,js.outbrain_uk_ltd_load,,
,,,,js.pag_pagetitle,,

1286,Mouseflow,"CXP | 3 | SSO",inactive,js.cmp_load,js.pag_pagetitle - page_url,
,,,,js.mouseflow_inc_load,,
,,,,qp.appName,,
,,,,qp.expand,,

1288,Mouseflow,"Residential | 4 | RLE",inactive,js.cmp_load,cp.utag_main_psn_usr_login_cookie - loginStatus,
,,,,js.mouseflow_inc_load,cp.utag_main_utm_campaign_ses - utmCampaign,
,,,,js.pag_pagetitle,cp.utag_main_utm_medium_ses - utmMedium,
,,,,js.ut.event,cp.utag_main_utm_source_ses - utmSource,
,,,,,js.ga_cd_rle_intent - testGroup,
,,,,,js.pag_pagetitle - page_url, mouseflowPath,
,,,,,js.svc_module_name - moduleName,

1289,Mouseflow,"CS | 6 | Finance (Customer)",active,js.cmp_load,cp.utag_main_psn_usr_login_cookie - loginStatus,
,,,,js.mouseflow_inc_load,cp.utag_main_utm_campaign_ses - utmCampaign,
,,,,js.pag_pagetitle,cp.utag_main_utm_medium_ses - utmMedium,
,,,,js.ut.event,cp.utag_main_utm_source_ses - utmSource,
,,,,,js.pag_pagetitle - page_url, mouseflowPath,

1293,Tealium Custom Container,"Outbrain - Realtor Lead Conversion",active,js.cmp_load,js.evt_lafid - leadID,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,
,,,,js.outbrain_uk_ltd_load,,
,,,,js.pag_dg3,,
,,,,js.svc_module_name,,

1294,Tealium Custom Container,"Outbrain - Universal Tag for MLE",active,js.cmp_load,None,
,,,,js.outbrain_uk_ltd_load,,
,,,,js.pag_pagetitle,,

1295,Tealium Pixel (or Iframe) Container,"Outbrain - Realtor - Exclude Converted User",active,js.cmp_load,None,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,
,,,,js.outbrain_uk_ltd_load,,
,,,,js.pag_dg3,,
,,,,js.svc_module_name,,

1297,Mouseflow,"CXP | 2 | Homepage",inactive,cp.is24_experiment_reporting,cp.is24_experiment_reporting - optimizelyExperimentGroup,
,,,,js.cmp_load,cp.utag_main_psn_usr_login_cookie - loginStatus,
,,,,js.mouseflow_inc_load,cp.utag_main_utm_campaign_ses - utmCampaign,
,,,,js.pag_pagetitle,cp.utag_main_utm_medium_ses - utmMedium,
,,,,js.ut.event,cp.utag_main_utm_source_ses - utmSource,
,,,,,js.pag_pagetitle - page_url, mouseflowPath,

1308,Tealium Custom Container,"Outbrain | Relocation | Lead",inactive,js.cmp_load,None,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.outbrain_uk_ltd_load,,

1309,Tealium Custom Container,"Outbrain | Relocation | Universal Tag",inactive,js.cmp_load,None,
,,,,js.outbrain_uk_ltd_load,,
,,,,js.pag_pagetitle,,

1310,Tealium Pixel (or Iframe) Container,"Outbrain | Relocation | Exclusion",inactive,js.cmp_load,None,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.outbrain_uk_ltd_load,,

1378,Mouseflow,"PPA | 2 | MeinKonto",inactive,js.cmp_load,cp.utag_main_psn_usr_login_cookie - loginStatus,
,,,,js.mouseflow_inc_load,cp.utag_main_utm_campaign_ses - utmCampaign,
,,,,js.pag_pagetitle,cp.utag_main_utm_medium_ses - utmMedium,
,,,,js.ut.event,cp.utag_main_utm_source_ses - utmSource,
,,,,,js.pag_pagetitle - page_url, mouseflowPath,

1398,Tealium Generic Tag,"GSI-OM-fraud detection ",inactive,None (loads on all pages),None,

1410,Krux Event Pixel,"Krux  - ConServices - Universal Event Tag",active,js.cmp_load,js.evt_ga_action - event_action,
,,,,js.evt_ga_action,js.evt_ga_category - event_category,
,,,,js.evt_ga_category,js.evt_ga_label - event_label,
,,,,js.evt_ga_label,,
,,,,js.salesforce_dmp_krux_load,,
,,,,js.ut.event,,

1412,Mouseflow,"Residential | 1 | RESI 2020",inactive,dom.url,cp.utag_main_psn_usr_login_cookie - loginStatus,
,,,,js.cmp_load,cp.utag_main_utm_campaign_ses - utmCampaign,
,,,,js.mouseflow_inc_load,cp.utag_main_utm_medium_ses - utmMedium,
,,,,js.pag_pagetitle,cp.utag_main_utm_source_ses - utmSource,
,,,,js.ut.event,js.pag_pagetitle - page_url, mouseflowPath,
,,,,,js.ut.visitor_id - tealiumVisitorId,
,,,,,qp.cwid - cwid,

1418,Tealium Custom Container,"eMetriq - Data Pool (Telekom)",active,js.cmp_load,None,
,,,,js.emetriq_load,,
,,,,js.ut.domain,,
,,,,js.ut.event,,

1424,Mouseflow,"CS | 5 | B2C (Premium Profile)",active,js.cmp_load,cp.utag_main_psn_usr_login_cookie - loginStatus,
,,,,js.mouseflow_inc_load,cp.utag_main_utm_campaign_ses - utmCampaign,
,,,,js.pag_pagetitle,cp.utag_main_utm_content_ses - utmContent,
,,,,js.ut.event,cp.utag_main_utm_medium_ses - utmMedium,
,,,,,cp.utag_main_utm_source_ses - utmSource,
,,,,,js.pag_pagetitle - page_url, mouseflowPath,
,,,,,js_page.localStorage.optimizelyExperimentVariationKey - optimizelyExperimentGroup,

1425,Krux Event Pixel,"Krux - Expose - Telekom Speed Check Link",active,js.cmp_load,None,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,
,,,,js.salesforce_dmp_krux_load,,

1427,Krux Event Pixel,"DA - Address Change Clickout",active,js.cmp_load,None,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,
,,,,js.salesforce_dmp_krux_load,,
,,,,qp.evt_ga_catgeory,,

1433,Google AdWords-Conversion-Tracking (gtag.js),"Google (RLE) Submission",active,cp.utag_main_googleAdwords_optout,None,
,,,,js.cmp_load,,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,
,,,,js.google_non_tcf_load,,
,,,,js.svc_module_name,,

1435,Google AdWords-Conversion-Tracking (gtag.js),"Google (RLE) SAT Submission",active,cp.utag_main_googleAdwords_optout,None,
,,,,js.cmp_load,,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,
,,,,js.google_non_tcf_load,,
,,,,js.pag_dg3,,

1437,Google AdWords-Conversion-Tracking (gtag.js),"Google (RLE) SAT-MI Basic Lead",active,cp.utag_main_googleAdwords_optout,None,
,,,,js.cmp_load,,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,
,,,,js.google_non_tcf_load,,
,,,,js.pag_dg3,,

1450,Tealium Custom Container,"Emetriq XDN for S24 Media",inactive,js.cmp_load,None,
,,,,js.emetriq_load,,
,,,,js.pag_pagetitle,,
,,,,js.svc_module_name,,

1453,Bing Ads Universal Event Tracking (UET),"Bing (BC) Solvency Check Premium (m080) ",active,cp.utag_main_bing_optout,js.evt_ga_action - ea,
,,,,js.bing_load,js.evt_ga_category - ec,
,,,,js.cmp_load,js.evt_ga_label - el,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,

1454,Bing Ads Universal Event Tracking (UET),"Bing (DEV) Neubau Anbieterkontakt Mail",inactive,cp.utag_main_seaid_ses,js.evt_event - ea,
,,,,js.bing_load,,
,,,,js.cmp_load,,
,,,,js.evt_event,,

1461,LinkedIn Insight Tag,"LinkedIn Insight Tag",inactive,dom.url,None,
,,,,js.cmp_load,,
,,,,js.linkedin_ireland_unlimited_company_load,,

1464,Taboola-Pixel,"Taboola MLE/IBW",active,js.cmp_load,static.text.taboola_mle_lead - event_name,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,
,,,,js.pag_dg3,,
,,,,js.svc_module_name,,
,,,,js.taboola_europe_limited_load,,

1467,Krux Event Pixel,"Krux - CXP - HNC Homeseller Engagement",active,js.cmp_load,None,
,,,,js.salesforce_dmp_krux_load,,
,,,,qp.cmp_id,,

1470,Taboola Pixel,"Taboola Pixel",active,js.cmp_load,None,
,,,,js.taboola_europe_limited_load,,

1472,Taboola Pixel,"OM - Taboola All Page Views",active,js.cmp_load,None,
,,,,js.pag_pagetitle,,
,,,,js.taboola_europe_limited_load,,

1474,Mouseflow,"Residential | 3 | Atlas",inactive,js.cmp_load,cp.utag_main_psn_usr_login_cookie - loginStatus,
,,,,js.ga_cd_test_residential_1,cp.utag_main_utm_campaign_ses - utmCampaign,
,,,,js.mouseflow_inc_load,cp.utag_main_utm_medium_ses - utmMedium,
,,,,js.svc_module_name,cp.utag_main_utm_source_ses - utmSource,
,,,,js.ut.event,js.pag_pagetitle - page_url, mouseflowPath,
,,,,,js.ut.visitor_id - tealiumVisitorId,
,,,,,qp.cwid - cwid,

1480,Mouseflow,"CXP | 4 | Result List",inactive,cp.is24_experiment_reporting,cp.is24_experiment_reporting - optimizelyExperimentGroup,
,,,,js.cmp_load,cp.utag_main_psn_usr_login_cookie - loginStatus,
,,,,js.mouseflow_inc_load,cp.utag_main_utm_campaign_ses - utmCampaign,
,,,,js.pag_pagetitle,cp.utag_main_utm_medium_ses - utmMedium,
,,,,js.ut.event,cp.utag_main_utm_source_ses - utmSource,
,,,,,js.pag_pagetitle - page_url, mouseflowPath,

1482,LinkedIn Insight Tag,"LinkedIn Insight Tag OM Account",active,dom.url,None,
,,,,js.cmp_load,,
,,,,js.linkedin_ireland_unlimited_company_load,,

1485,Google AdWords-Conversion-Tracking (gtag.js),"Google Ads - de_projects_kunde_werden_20191202",active,cp.utag_main_googleAdwords_optout,None,
,,,,js.cmp_load,,
,,,,js.google_non_tcf_load,,
,,,,js.pag_pagetitle,,

1486,Bing Ads Universal Event Tracking (UET),"Bing (RLE) Basic Lead",active,cp.utag_main_bing_optout,js.evt_ga_action - ea,
,,,,js.bing_load,js.evt_ga_category - ec,
,,,,js.cmp_load,js.evt_ga_label - el,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,

1490,Mouseflow,"CXP | 5 | bauen",active,dom.url,None,
,,,,js.cmp_load,,
,,,,js.mouseflow_inc_load,,
,,,,js.pag_pagetitle,,

1491,Taboola-Pixel,"Taboola MLE/IBW Soft Conversion",active,js.cmp_load,static.text.taboola_mle_soft_conversion - event_name,
,,,,js.evt_category,,
,,,,js.ga_cd_rle_intent,,
,,,,js.pag_dg2,,
,,,,js.pag_dg3,,
,,,,js.pag_dg4,,
,,,,js.taboola_europe_limited_load,,

1498,Bing Ads Universal Event Tracking (UET),"Bing (RLE-MI) Sat Basic Lead",active,cp.utag_main_bing_optout,js.evt_ga_action - ea,
,,,,js.bing_load,js.evt_ga_category - ec,
,,,,js.cmp_load,js.evt_ga_label - el,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,
,,,,js.pag_dg3,,

1504,Tealium Custom Container,"Outbrain | HOS Private Sale",active,js.cmp_load,js.evt_lafid - leadID,
,,,,js.com_cit_articlenumber,,
,,,,js.evt_event,,
,,,,js.outbrain_uk_ltd_load,,
,,,,js.svc_consumer_sco,,

1505,Taboola-Pixel,"Taboola | HOS Private Sale",active,js.cmp_load,static.text.taboola_ppa_sale - event_name,
,,,,js.com_cit_articlenumber,,
,,,,js.evt_event,,
,,,,js.svc_consumer_sco,,
,,,,js.taboola_europe_limited_load,,

1507,Taboola-Pixel,"Taboola | HOS Private Soft Conversion",active,js.cmp_load,static.text.taboola_ppa_sc - event_name,
,,,,js.pag_dg1,,
,,,,js.pag_dg3,,
,,,,js.pag_dg4,,
,,,,js.pag_dg5,,
,,,,js.taboola_europe_limited_load,,

1508,Tealium Custom Container,"Outbrain | HOS Private Soft Conversion",active,js.cmp_load,js.evt_lafid - leadID,
,,,,js.outbrain_uk_ltd_load,,
,,,,js.pag_dg1,,
,,,,js.pag_dg3,,
,,,,js.pag_dg4,,
,,,,js.pag_dg5,,

1509,Tealium Custom Container,"Outbrain | HOS mit Makler Soft Conversion",active,js.cmp_load,js.evt_lafid - leadID,
,,,,js.evt_category,,
,,,,js.ga_cd_rle_intent,,
,,,,js.outbrain_uk_ltd_load,,
,,,,js.pag_dg2,,
,,,,js.pag_dg3,,
,,,,js.pag_dg4,,

1510,Bing Ads Universal Event Tracking (UET),"Bing (DEV) Neubau Anbieterkontakt Call",inactive,cp.utag_main_seaid_ses,js.evt_event - ea,
,,,,js.bing_load,,
,,,,js.cmp_load,,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,

1512,Bing Ads Universal Event Tracking (UET),"Bing (UZ-IS24) Relocation Leadengine Private (m043)",active,cp.utag_main_bing_optout,js.evt_ga_action - ea,
,,,,js.bing_load,js.evt_ga_category - ec,
,,,,js.cmp_load,js.evt_ga_label - el,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,

1513,Bing Ads Universal Event Tracking (UET),"Bing (UZ-IS24) Relocation Leadengine Piano (m045)",inactive,cp.utag_main_bing_optout,js.evt_ga_action - ea,
,,,,cp.utag_main_seaid_ses,js.evt_ga_category - ec,
,,,,js.bing_load,js.evt_ga_label - el,
,,,,js.cmp_load,,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,

1514,Bing Ads Universal Event Tracking (UET),"Bing (UZ-IS24) Relocation Leadengine Clearing (m046)",inactive,cp.utag_main_bing_optout,js.evt_ga_action - ea,
,,,,cp.utag_main_seaid_ses,js.evt_ga_category - ec,
,,,,js.bing_load,js.evt_ga_label - el,
,,,,js.cmp_load,,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,

1515,Bing Ads Universal Event Tracking (UET),"Bing (UZ-IS24) Relocation Leadengine Storage(m047)",inactive,cp.utag_main_bing_optout,js.evt_ga_action - ea,
,,,,cp.utag_main_seaid_ses,js.evt_ga_category - ec,
,,,,js.bing_load,js.evt_ga_label - el,
,,,,js.cmp_load,,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,

1517,Facebook Pixel,"Facebook Pixel - Online Marketing &amp; Scout Media",active,cp.utag_main_fb_optout,js.com_cit_articlenumber - purch.art_id,
,,,,js.cmp_load,js.evt_event - purch.EventTypeLeg,
,,,,js.cmp_source,js.evt_ga_action - lead.ProductType, purch.ProductType, homeowner:Lead, opa:Purchase, single_publication:Purchase, homebuilder:Lead,
,,,,js.facebook_load,js.evt_ga_category - lead.EventType, ppa:Purchase, sale:Purchase, purch.EventType,
,,,,js.pag_pagetitle,js.evt_ga_label - leadengine:Lead, comparison:Lead, partner:Lead, preapproval:Lead, lead.LeadType, leadengine_private:Lead, leadengine_commercial:Lead, sale:Purchase, sale_14d:Purchase, sale_30d:Purchase, sale_180d:Purchase, purch.SaleType, request_basic:Lead, saved:InitiateCheckout, select_offer_Basis_2599:Purchase, catalogue:Lead, leadengine_private:Purchase,
,,,,,js.fb_content_type - search.content_type, cout.content_type, purch.content_type, vc.content_type, cart.content_type,
,,,,,js.fb_event - contact:Purchase, search:Search, view:ViewContent, cart add:AddToCart, leadengine_private:Purchase,
,,,,,js.fb_listing_type_at_contact_confirmation - purch.listing_type,
,,,,,js.fb_listing_type_at_expose - vc.listing_type,
,,,,,js.fb_listing_type_at_initiate_checkout - cout.listing_type,
,,,,,js.fb_listing_type_at_search - search.listing_type,
,,,,,js.fb_property_type_at_contact_confirmation - purch.property_type,
,,,,,js.fb_property_type_at_expose - vc.property_type,
,,,,,js.fb_property_type_at_initiate_checkout - cout.property_type,
,,,,,js.fb_property_type_at_search - search.property_type,
,,,,,js.ga_cd_hub_phase_tag - page.hubPhaseTag,
,,,,,js.ga_cd_lead_engine_input_value - vc.RleInput,
,,,,,js.ga_cd_rle_intent - vc.RleIntent,
,,,,,js.geo_land - vc.country, search.country, purch.country,
,,,,,js.obj_garden - vc.has_garden, purch.has_garden, cout.has_garden,
,,,,,js.obj_regio1 - vc.region,
,,,,,js.obj_regio2 - vc.city,
,,,,,js.pag_dg1 - realtor:ViewContent,
,,,,,js.pag_pagetitle - page.pageTitle, purch.pageTitle, search.pageTitle, vc.pageTitle, cout.pageTitle,
,,,,,js.page_type - product detail page:ViewContent,
,,,,,js.query_regio1 - search.region,
,,,,,js.query_regio2 - search.city,
,,,,,js.query_regio3 - search.neighborhood,
,,,,,js.roas_value_finance - lead.value, purch.value,
,,,,,js.roas_value_relocation - lead.value, purch.value,
,,,,,js.svc_consumer_sco - purch.con_sco,
,,,,,js_page.localStorage.whiteListedKruxSegs - page.kxSegs, vc.kxSegs, search.kxSegs, cout.kxSegs, purch.kxSegs,
,,,,,js_page.utag_data.ga_cd_customer_group - purch.customer_group,
,,,,,js_page.utag_data.geo_land - vc.country, cout.country, purch.country,
,,,,,js_page.utag_data.obj_baseRent - vc.price, cout.price, purch.price,
,,,,,js_page.utag_data.obj_condition - vc.property_condition, cout.property_condition, purch.property_condition,
,,,,,js_page.utag_data.obj_hasKitchen - purch.kitchen_availability, cout.kitchen_availability, vc.kitchen_availability,
,,,,,js_page.utag_data.obj_livingSpace - vc.property_space, cout.property_space, purch.property_space,
,,,,,js_page.utag_data.obj_noParkSpaces - vc.parking_spaces, cout.parking_spaces, purch.parking_spaces,
,,,,,js_page.utag_data.obj_noRooms - vc.property_rooms, cout.property_rooms, purch.property_rooms,
,,,,,js_page.utag_data.obj_price - vc.price, cout.price, purch.price,
,,,,,js_page.utag_data.obj_purchasePrice - vc.price, cout.price, purch.price,
,,,,,js_page.utag_data.obj_regio1 - vc.region, cout.region, purch.region,
,,,,,js_page.utag_data.obj_regio3 - vc.city, cout.city, purch.city,
,,,,,js_page.utag_data.obj_scoutId - vc.content_ids, cout.content_ids, purch.content_ids,
,,,,,js_page.utag_data.obj_yearConstructed - vc.construction_year, cout.construction_year, purch.construction_year,
,,,,,static.text.EUR - lead.currency,

1519,Mouseflow,"Content | 2 | Mietendeckel",inactive,js.cmp_load,cp.utag_main_psn_usr_login_cookie - loginStatus,
,,,,js.mouseflow_inc_load,cp.utag_main_utm_campaign_ses - utmCampaign,
,,,,js.pag_pagetitle,cp.utag_main_utm_medium_ses - utmMedium,
,,,,js.ut.event,cp.utag_main_utm_source_ses - utmSource,
,,,,,js.pag_pagetitle - page_url, mouseflowPath,
,,,,,js_page.localStorage.optimizelyExperimentVariationKey - optimizelyExperimentGroup,

1520,Taboola-Pixel,"Taboola | HOR | PPA Dankeseite 10%",active,js.cmp_load,static.text.taboola_ppa_sale - event_name,
,,,,js.pag_pagetitle,,
,,,,js.taboola_europe_limited_load,,
,,,,js.ut.event,,

1528,Google Ads-Konversionsnachverfolgung und -Remarketing (gtag.js),"Google Ads - de_dev_m010_20191128",inactive,cp.utag_main_googleAdwords_optout,None,
,,,,js.cmp_load,,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,
,,,,js.google_non_tcf_load,,

1529,Google Ads-Konversionsnachverfolgung und -Remarketing (gtag.js),"Google Ads - de_all_m001|m002_mail|call_20191128",active,cp.utag_main_googleAdwords_optout,None,
,,,,js.cmp_load,,
,,,,js.evt_event,,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.google_non_tcf_load,,
,,,,js.pag_pagetitle,,

1530,Google Ads-Konversionsnachverfolgung und -Remarketing (gtag.js),"Google Ads - de_nhb_cat_m050_20191128",active,cp.utag_main_googleAdwords_optout,None,
,,,,js.cmp_load,,
,,,,js.evt_event,,
,,,,js.evt_leadtype,,
,,,,js.google_non_tcf_load,,

1531,Google AdWords-Conversion-Tracking (gtag.js),"Google Ads - de_com_m039_20191129",active,cp.utag_main_googleAdwords_optout,None,
,,,,js.cmp_load,,
,,,,js.evt_event,,
,,,,js.google_non_tcf_load,,
,,,,js.pag_pagetitle,,

1532,Google AdWords-Conversion-Tracking (gtag.js),"Google Ads - de_com_m040_20191129",active,cp.utag_main_googleAdwords_optout,None,
,,,,js.cmp_load,,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.google_non_tcf_load,,
,,,,js.pag_dg1,,

1534,Google Ads-Konversionsnachverfolgung und -Remarketing (gtag.js),"Google Ads - de_all_m001_mail_live_20191203",active,cp.utag_main_googleAdwords_optout,None,
,,,,js.cmp_load,,
,,,,js.evt_event,,
,,,,js.google_non_tcf_load,,
,,,,js.pag_pagetitle,,

1535,Google AdWords-Conversion-Tracking (gtag.js),"Google Ads - de_bc_m028_sale_20191203",active,cp.utag_main_googleAdwords_optout,None,
,,,,js.cmp_load,,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,
,,,,js.google_non_tcf_load,,

1536,Google AdWords-Conversion-Tracking (gtag.js),"Google Ads - de_bc_m086_premium_checkout_20191203",active,cp.utag_main_googleAdwords_optout,None,
,,,,js.cmp_load,,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,
,,,,js.google_non_tcf_load,,
,,,,js.pag_pagetitle,,

1537,Google AdWords-Conversion-Tracking (gtag.js),"Google Ads - de_bc_m085_premium_upsale_20191203",active,cp.utag_main_googleAdwords_optout,None,
,,,,js.cmp_load,,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,
,,,,js.google_non_tcf_load,,
,,,,js.svc_module_name,,
,,,,js.ut.event,,

1538,Google AdWords-Conversion-Tracking (gtag.js),"Google Ads - de_relo_m043_lead_20191204",active,cp.utag_main_googleAdwords_optout,js.roas_value_relocation - conversion_value,
,,,,js.cmp_load,,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,
,,,,js.google_non_tcf_load,,

1539,Google AdWords-Conversion-Tracking (gtag.js),"Google Ads - de_rle_basic_lead_20191203",active,cp.utag_main_googleAdwords_optout,None,
,,,,js.cmp_load,,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,
,,,,js.google_non_tcf_load,,
,,,,js.pag_dg3,,
,,,,js.svc_module_name,,

1540,Google AdWords-Conversion-Tracking (gtag.js),"Google Ads - de_fi_m008_lead_20191203",active,cp.utag_main_googleAdwords_optout,js.roas_value_finance - conversion_value,
,,,,js.cmp_load,,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.google_non_tcf_load,,

1541,Google AdWords-Conversion-Tracking (gtag.js),"Google Ads - de_com_m039_20191204",active,cp.utag_main_googleAdwords_optout,None,
,,,,js.cmp_load,,
,,,,js.evt_event,,
,,,,js.google_non_tcf_load,,
,,,,js.pag_pagetitle,,

1542,Taboola-Pixel,"Taboola_Relo_m043_20191217",inactive,js.cmp_load,static.text.relocation_lead - event_name,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,
,,,,js.taboola_europe_limited_load,,

1543,Google AdWords-Conversion-Tracking (gtag.js),"Google Ads - de_com_m039_20200108",active,cp.utag_main_googleAdwords_optout,None,
,,,,js.cmp_load,,
,,,,js.evt_event,,
,,,,js.google_non_tcf_load,,
,,,,js.pag_dg1,,

1544,Google Ads-Konversionsnachverfolgung und -Remarketing (gtag.js),"Google Ads - de_dev_m001_20200115",active,cp.utag_main_googleAdwords_optout,None,
,,,,js.cmp_load,,
,,,,js.evt_event,,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.google_non_tcf_load,,
,,,,js.pag_dg1,,

1547,Tealium Custom Container,"Rebranding Interstitial",inactive,cp.is24_experiment_reporting,None,
,,,,js_page.localStorage.rebrandingOverlayShown,,

1548,Tealium Collect,"EventStream",inactive,cp.is24_experiment_reporting,None,
,,,,cp.is24_experiment_visitor_id,,
,,,,js.svc_internal_ip,,
,,,,js.svc_module_name,,

1549,Mouseflow,"CXP | 1 | Expose",inactive,js.cmp_load,cp.is24_experiment_reporting - optimizelyExperimentGroup,
,,,,js.mouseflow_inc_load,cp.utag_main_psn_usr_login_cookie - loginStatus,
,,,,js.pag_pagetitle,cp.utag_main_utm_campaign_ses - utmCampaign,
,,,,js.ut.event,cp.utag_main_utm_medium_ses - utmMedium,
,,,,,cp.utag_main_utm_source_ses - utmSource,
,,,,,js.geo_bln - federalState,
,,,,,js.obj_ityp - realEstateType,
,,,,,js.pag_pagetitle - page_url, mouseflowPath,

1552,Google AdWords-Conversion-Tracking (gtag.js),"Google Ads - de_com_m039_20200302",inactive,cp.utag_main_googleAdwords_optout,None,
,,,,cp.utag_main_seaid_90d,,
,,,,cp.utm_sea_direct_90d,,
,,,,js.cmp_load,,
,,,,js.evt_event,,
,,,,js.evt_saved,,
,,,,js.google_non_tcf_load,,
,,,,js.pag_pagetitle,,

1556,Taboola-Pixel,"Taboola | HOS MC1 Eigentuemer Verkaufen",active,js.cmp_load,static.text.hos_mc1_eigentuemer_verkaufen - event_name,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,
,,,,js.taboola_europe_limited_load,,

1557,Taboola-Pixel,"Taboola | HOS MC1 Eigentuemer Vermieten",active,js.cmp_load,static.text.hos_mc1_eigentuemer_vermieten - event_name,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,
,,,,js.taboola_europe_limited_load,,

1558,Taboola-Pixel,"Taboola | HOR Sale Verkaufen",active,js.cmp_load,static.text.hor_sale_verkaufen - event_name,
,,,,js.com_cit_articlenumber,,
,,,,js.evt_event,,
,,,,js.svc_consumer_sco,,
,,,,js.taboola_europe_limited_load,,

1559,Taboola-Pixel,"Taboola | HOR Sale Vermieten",active,js.cmp_load,static.text.hor_sale_vermieten - event_name,
,,,,js.com_cit_articlenumber,,
,,,,js.evt_event,,
,,,,js.svc_consumer_sco,,
,,,,js.taboola_europe_limited_load,,

1560,Tealium Custom Container,"Outbrain | HOS MC1 Eigentuemer Verkaufen",active,js.cmp_load,js.evt_lafid - leadID,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,
,,,,js.outbrain_uk_ltd_load,,

1561,Tealium Custom Container,"Outbrain | HOS MC1 Eigentuemer Vermieten",active,js.cmp_load,js.evt_lafid - leadID,
,,,,js.evt_ga_action,,
,,,,js.evt_ga_category,,
,,,,js.evt_ga_label,,
